imgHeight,imgWidth,imageId,imageId,imgData,extension,XMin,XMax,YMin,YMax,LabelName,LabelId
678,1024,39c193bcc0c00f9e,39c193bcc0c00f9e,1,jpg,0.20361600000000002,0.434116,0.545452,0.7591760000000001,b'Vehicle registration plate',1
765,1024,2c09fab0221652c5,2c09fab0221652c5,1,jpg,0.392074,0.744352,0.505761,0.636151,b'Vehicle registration plate',1
765,1024,2c09fab0221652c5,2c09fab0221652c5,1,jpg,0.017963,0.9734010000000001,0.0,0.999042,b'Vehicle',2
635,1024,c650ff8d3e8e75b3,c650ff8d3e8e75b3,1,jpg,0.101737,0.18615299999999999,0.723325,0.8219420000000001,b'Vehicle registration plate',1
635,1024,c650ff8d3e8e75b3,c650ff8d3e8e75b3,1,jpg,0.022276,0.9406709999999999,0.17498699999999998,0.952131,b'Vehicle',2
635,1024,c650ff8d3e8e75b3,c650ff8d3e8e75b3,1,jpg,0.377784,0.572466,0.048594,0.190359,b'Vehicle',2
635,1024,c650ff8d3e8e75b3,c650ff8d3e8e75b3,1,jpg,0.7608010000000001,0.927974,0.09471,0.24159899999999998,b'Vehicle',2
635,1024,c650ff8d3e8e75b3,c650ff8d3e8e75b3,1,jpg,0.931148,1.0,0.021266,0.23135100000000003,b'Vehicle',2
683,1024,b94993a2d67b455e,b94993a2d67b455e,1,jpg,0.248494,0.40474499999999997,0.32524400000000003,0.404084,b'Vehicle registration plate',1
683,1024,b94993a2d67b455e,b94993a2d67b455e,1,jpg,5.6999999999999996e-05,0.21608899999999998,0.257984,0.6843279999999999,b'Vehicle',2
683,1024,b94993a2d67b455e,b94993a2d67b455e,1,jpg,0.13211900000000001,0.8793110000000001,0.20913,0.7715920000000001,b'Vehicle',2
682,1024,1f0e643b125f00ec,1f0e643b125f00ec,1,jpg,0.7127859999999999,0.8010649999999999,0.666877,0.744378,b'Vehicle registration plate',1
682,1024,1f0e643b125f00ec,1f0e643b125f00ec,1,jpg,0.0009539999999999999,0.9245129999999999,0.093227,0.945275,b'Vehicle',2
682,1024,1f0e643b125f00ec,1f0e643b125f00ec,1,jpg,0.39728800000000003,0.6627310000000001,0.019017,0.293871,b'Vehicle',2
682,1024,1f0e643b125f00ec,1f0e643b125f00ec,1,jpg,0.490651,0.876916,0.058870000000000006,0.348842,b'Vehicle',2
682,1024,1f0e643b125f00ec,1f0e643b125f00ec,1,jpg,0.8274889999999999,1.0,0.0,0.23477699999999999,b'Vehicle',2
523,1024,1545c73bdecb3e2f,1545c73bdecb3e2f,1,jpg,0.094528,0.190071,0.630055,0.715947,b'Vehicle registration plate',1
523,1024,1545c73bdecb3e2f,1545c73bdecb3e2f,1,jpg,0.0,0.420509,0.201013,0.791751,b'Vehicle',2
523,1024,1545c73bdecb3e2f,1545c73bdecb3e2f,1,jpg,0.053934,0.9508139999999999,0.089306,0.9430639999999999,b'Vehicle',2
683,1024,b6580dec5ada277d,b6580dec5ada277d,1,jpg,0.22024499999999997,0.422465,0.44263500000000006,0.621803,b'Vehicle registration plate',1
683,1024,b6580dec5ada277d,b6580dec5ada277d,1,jpg,0.09060399999999999,1.0,3e-06,1.0,b'Vehicle',2
768,1024,1db3793d7c84faa1,1db3793d7c84faa1,1,jpg,0.163156,0.206143,0.5459390000000001,0.584781,b'Vehicle registration plate',1
768,1024,1db3793d7c84faa1,1db3793d7c84faa1,1,jpg,0.8922059999999999,0.999999,0.386631,0.436141,b'Vehicle',2
682,1024,944281d0485869f0,944281d0485869f0,1,jpg,0.403911,0.620684,0.6126689999999999,0.819966,b'Vehicle registration plate',1
682,1024,944281d0485869f0,944281d0485869f0,1,jpg,0.11802699999999999,0.99995,0.000162,0.999491,b'Vehicle',2
768,1024,fd07d2db70cf53d5,fd07d2db70cf53d5,1,jpg,0.09515599999999999,0.24364499999999997,0.7316060000000001,0.795111,b'Vehicle registration plate',1
768,1024,fd07d2db70cf53d5,fd07d2db70cf53d5,1,jpg,0.008711,0.995886,0.343646,0.9417409999999999,b'Vehicle',2
751,1024,895d440e05b2a8d8,895d440e05b2a8d8,1,jpg,0.177825,0.394106,0.695911,0.772872,b'Vehicle registration plate',1
751,1024,895d440e05b2a8d8,895d440e05b2a8d8,1,jpg,0.027357,0.9298379999999999,0.057178999999999994,0.929947,b'Vehicle',2
683,1024,9a4fe6361597f264,9a4fe6361597f264,1,jpg,0.368697,0.617537,0.623173,0.7058180000000001,b'Vehicle registration plate',1
683,1024,9a4fe6361597f264,9a4fe6361597f264,1,jpg,0.11233599999999999,0.878025,0.13207,0.9092530000000001,b'Vehicle',2
768,1024,5641e6ad7d2600f2,5641e6ad7d2600f2,1,jpg,0.148311,0.300435,0.646886,0.777622,b'Vehicle registration plate',1
768,1024,5641e6ad7d2600f2,5641e6ad7d2600f2,1,jpg,4.9e-05,0.307583,0.155874,0.582857,b'Vehicle',2
768,1024,5641e6ad7d2600f2,5641e6ad7d2600f2,1,jpg,0.10420499999999999,0.9708549999999999,0.112152,0.965449,b'Vehicle',2
