imgHeight,imgWidth,imageId,imageId,imgData,extension,XMin,XMax,YMin,YMax,LabelName,LabelId
768,1024,533242d9916588c4,533242d9916588c4,1,jpg,0.6725,0.71375,0.745833,0.7625,b'Vehicle registration plate',1
678,1024,dd838681e1693f34,dd838681e1693f34,1,jpg,0.001353,0.116373,0.8283959999999999,0.921348,b'Vehicle registration plate',1
678,1024,dd838681e1693f34,dd838681e1693f34,1,jpg,0.345061,0.361976,0.635342,0.6527069999999999,b'Vehicle registration plate',1
678,1024,dd838681e1693f34,dd838681e1693f34,1,jpg,0.0,0.359946,0.435138,0.995914,b'Vehicle',2
678,1024,dd838681e1693f34,dd838681e1693f34,1,jpg,0.32747,0.49052799999999996,0.564862,0.68335,b'Vehicle',2
678,1024,dd838681e1693f34,dd838681e1693f34,1,jpg,0.5575100000000001,0.73816,0.568948,0.670071,b'Vehicle',2
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.13625,0.17625,0.379085,0.39578800000000003,b'Vehicle registration plate',1
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.3825,0.443125,0.740741,0.795207,b'Vehicle registration plate',1
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.89625,0.924375,0.204067,0.212781,b'Vehicle registration plate',1
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.1925,0.81625,0.085694,0.840959,b'Vehicle',2
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.09625,0.328125,0.2687,0.43645600000000007,b'Vehicle',2
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.87125,0.964375,0.145243,0.23093699999999998,b'Vehicle',2
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.948125,0.974375,0.05955,0.084967,b'Vehicle',2
882,1024,07e94d25a2553d90,07e94d25a2553d90,1,jpg,0.97625,0.999375,0.069717,0.102397,b'Vehicle',2
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.670625,0.859375,0.446667,0.6775,b'Vehicle',2
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.04625,0.110625,0.720833,0.743333,b'Vehicle registration plate',1
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.4825,0.675,0.454167,0.699167,b'Vehicle',2
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.8725,0.999375,0.405,0.733333,b'Vehicle',2
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.0,0.285,0.625833,0.86,b'Vehicle',2
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.19875,0.3625,0.611667,0.806667,b'Vehicle',2
768,1024,40e229ead8c0dd59,40e229ead8c0dd59,1,jpg,0.3925,0.55,0.6175,0.755,b'Vehicle',2
746,1024,1c138686eff328aa,1c138686eff328aa,1,jpg,0.419576,0.562628,0.697368,0.766917,b'Vehicle registration plate',1
746,1024,1c138686eff328aa,1c138686eff328aa,1,jpg,0.193703,0.7843939999999999,0.138158,0.844925,b'Vehicle',2
746,1024,1c138686eff328aa,1c138686eff328aa,1,jpg,0.780972,0.999316,0.10244400000000001,0.714286,b'Vehicle',2
768,1024,828b7a2bf9e52690,828b7a2bf9e52690,1,jpg,0.310625,0.70375,0.4625,0.795,b'Vehicle',2
768,1024,828b7a2bf9e52690,828b7a2bf9e52690,1,jpg,0.411875,0.465,0.586667,0.63,b'Vehicle registration plate',1
768,1024,828b7a2bf9e52690,828b7a2bf9e52690,1,jpg,0.76625,0.795625,0.5775,0.608333,b'Vehicle registration plate',1
768,1024,828b7a2bf9e52690,828b7a2bf9e52690,1,jpg,0.099375,0.1625,0.516667,0.583333,b'Vehicle',2
768,1024,828b7a2bf9e52690,828b7a2bf9e52690,1,jpg,0.745,0.83125,0.505833,0.6575,b'Vehicle',2
768,1024,828b7a2bf9e52690,828b7a2bf9e52690,1,jpg,0.796875,0.999375,0.4875,0.783333,b'Vehicle',2
684,1024,f71a7b4fa3bd2e65,f71a7b4fa3bd2e65,1,jpg,0.1925,0.9425,0.320861,0.8830680000000001,b'Vehicle',2
684,1024,f71a7b4fa3bd2e65,f71a7b4fa3bd2e65,1,jpg,0.266875,0.3625,0.7118800000000001,0.760524,b'Vehicle registration plate',1
684,1024,f71a7b4fa3bd2e65,f71a7b4fa3bd2e65,1,jpg,0.0,0.045625,0.753976,0.9897100000000001,b'Vehicle',2
684,1024,f71a7b4fa3bd2e65,f71a7b4fa3bd2e65,1,jpg,0.8225,0.999375,0.23667,0.596819,b'Vehicle',2
768,1024,5bfc5b6303e83f7d,5bfc5b6303e83f7d,1,jpg,0.126875,0.906875,0.349167,0.751667,b'Vehicle',2
768,1024,5bfc5b6303e83f7d,5bfc5b6303e83f7d,1,jpg,0.0,0.0475,0.44416700000000003,0.476667,b'Vehicle registration plate',1
768,1024,5bfc5b6303e83f7d,5bfc5b6303e83f7d,1,jpg,0.8525,0.871875,0.521667,0.568333,b'Vehicle registration plate',1
768,1024,5bfc5b6303e83f7d,5bfc5b6303e83f7d,1,jpg,0.0,0.100625,0.375,0.575,b'Vehicle',2
768,1024,5bfc5b6303e83f7d,5bfc5b6303e83f7d,1,jpg,0.0,0.334375,0.30833299999999997,0.395833,b'Vehicle',2
683,1024,ed9e2abb35e6d7d3,ed9e2abb35e6d7d3,1,jpg,0.31666700000000003,0.41,0.8375,0.9125,b'Vehicle registration plate',1
683,1024,ed9e2abb35e6d7d3,ed9e2abb35e6d7d3,1,jpg,0.09666699999999999,0.586667,0.63,0.9975,b'Vehicle',2
683,1024,ed9e2abb35e6d7d3,ed9e2abb35e6d7d3,1,jpg,0.145,0.386667,0.6275,0.75,b'Vehicle',2
768,1024,ac611df866dabbb3,ac611df866dabbb3,1,jpg,0.759375,0.8725,0.858333,0.925833,b'Vehicle registration plate',1
768,1024,ac611df866dabbb3,ac611df866dabbb3,1,jpg,0.69,0.999375,0.580833,0.999167,b'Vehicle',2
781,1024,099e4bb5d8f0d582,099e4bb5d8f0d582,1,jpg,0.7825,0.92625,0.48072200000000004,0.593109,b'Vehicle',2
781,1024,099e4bb5d8f0d582,099e4bb5d8f0d582,1,jpg,0.673125,0.7475,0.557014,0.612797,b'Vehicle registration plate',1
781,1024,099e4bb5d8f0d582,099e4bb5d8f0d582,1,jpg,0.255625,0.288125,0.573421,0.612797,b'Vehicle',2
781,1024,099e4bb5d8f0d582,099e4bb5d8f0d582,1,jpg,0.260625,0.34625,0.5356850000000001,0.628384,b'Vehicle',2
781,1024,099e4bb5d8f0d582,099e4bb5d8f0d582,1,jpg,0.3025,0.825,0.42329799999999995,0.885152,b'Vehicle',2
781,1024,099e4bb5d8f0d582,099e4bb5d8f0d582,1,jpg,0.948125,0.999375,0.48564399999999996,0.576702,b'Vehicle',2
768,1024,097a87770f02ead7,097a87770f02ead7,1,jpg,0.24166700000000002,0.454167,0.775,0.8375,b'Vehicle registration plate',1
576,1024,7194ba9a1be02dfa,7194ba9a1be02dfa,1,jpg,0.788086,0.84375,0.901042,0.953125,b'Vehicle registration plate',1
576,1024,7194ba9a1be02dfa,7194ba9a1be02dfa,1,jpg,0.700195,0.9501950000000001,0.59375,0.9982639999999999,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.015,0.271875,0.774953,0.9783430000000001,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.4325,0.468125,0.853107,0.874765,b'Vehicle registration plate',1
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.0,0.064375,0.8973629999999999,0.999058,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.215625,0.325625,0.785311,0.9011299999999999,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.310625,0.366875,0.789077,0.8644069999999999,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.34875,0.38625,0.79096,0.850282,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.379375,0.525625,0.765537,0.939736,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.385,0.4,0.7947270000000001,0.829567,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.485625,0.518125,0.763653,0.86629,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.533125,0.564375,0.792844,0.823917,b'Vehicle',2
680,1024,5f8ff13d12ab0156,5f8ff13d12ab0156,1,jpg,0.624375,0.7025,0.787194,0.850282,b'Vehicle',2
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.17,0.185625,0.550833,0.560833,b'Vehicle registration plate',1
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.0,0.078125,0.49833299999999997,0.76,b'Vehicle',2
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.02625,0.10125,0.501667,0.565833,b'Vehicle',2
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.135,0.159375,0.503333,0.54,b'Vehicle',2
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.1425,0.231875,0.501667,0.585833,b'Vehicle',2
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.194375,0.243125,0.496667,0.543333,b'Vehicle',2
768,1024,445b51ccbac6bf4f,445b51ccbac6bf4f,1,jpg,0.239375,0.26375,0.49833299999999997,0.538333,b'Vehicle',2
640,1024,c7e521ad30ea9f58,c7e521ad30ea9f58,1,jpg,0.050781,0.96875,0.16875,0.78625,b'Vehicle',2
640,1024,c7e521ad30ea9f58,c7e521ad30ea9f58,1,jpg,0.8421879999999999,0.9234370000000001,0.47125,0.54625,b'Vehicle registration plate',1
768,1024,0ae7e5beb8f9fbb8,0ae7e5beb8f9fbb8,1,jpg,0.935625,0.963125,0.044167000000000005,0.06,b'Vehicle registration plate',1
768,1024,0ae7e5beb8f9fbb8,0ae7e5beb8f9fbb8,1,jpg,0.0,0.104375,0.0,0.14666700000000002,b'Vehicle',2
768,1024,0ae7e5beb8f9fbb8,0ae7e5beb8f9fbb8,1,jpg,0.190625,0.926875,0.0,0.079167,b'Vehicle',2
768,1024,0ae7e5beb8f9fbb8,0ae7e5beb8f9fbb8,1,jpg,0.895,0.999375,0.0,0.116667,b'Vehicle',2
768,1024,456a3b279192bf04,456a3b279192bf04,1,jpg,0.222656,0.8335940000000001,0.232292,0.571875,b'Vehicle registration plate',1
559,1024,004ce6e46f66a306,004ce6e46f66a306,1,jpg,0.3025,0.376875,0.802978,0.8476520000000001,b'Vehicle registration plate',1
