imgHeight,imgWidth,imageId,imageId,imgData,extension,XMin,XMax,YMin,YMax,LabelName,LabelId
1024,768,841c85c99547c317,841c85c99547c317,1,jpg,0.0,0.235,0.229375,0.78625,b'Vehicle',2
1024,768,841c85c99547c317,841c85c99547c317,1,jpg,0.139167,0.779167,0.11,0.81,b'Vehicle',2
1024,768,841c85c99547c317,841c85c99547c317,1,jpg,0.970833,0.999167,0.2975,0.750625,b'Vehicle',2
1024,768,841c85c99547c317,841c85c99547c317,1,jpg,0.355833,0.49,0.755625,0.783125,b'Vehicle registration plate',1
684,1024,2b876a4e9b5d7dac,2b876a4e9b5d7dac,1,jpg,0.0,0.245,0.5112359999999999,0.974719,b'Vehicle',2
684,1024,2b876a4e9b5d7dac,2b876a4e9b5d7dac,1,jpg,0.040625,0.129375,0.725655,0.827715,b'Vehicle registration plate',1
681,1024,c2c71886a9acd5bd,c2c71886a9acd5bd,1,jpg,0.7025,0.734375,0.7017869999999999,0.713076,b'Vehicle registration plate',1
681,1024,c2c71886a9acd5bd,c2c71886a9acd5bd,1,jpg,0.974375,0.999375,0.788335,0.8118529999999999,b'Vehicle registration plate',1
681,1024,c2c71886a9acd5bd,c2c71886a9acd5bd,1,jpg,0.343125,0.42375,0.617121,0.668862,b'Vehicle',2
681,1024,c2c71886a9acd5bd,c2c71886a9acd5bd,1,jpg,0.4775,0.763125,0.6227659999999999,0.790216,b'Vehicle',2
681,1024,c2c71886a9acd5bd,c2c71886a9acd5bd,1,jpg,0.835,0.999375,0.6801510000000001,0.915334,b'Vehicle',2
768,1024,faa9b1941898865e,faa9b1941898865e,1,jpg,0.48375,0.59625,0.423333,0.546667,b'Vehicle',2
768,1024,faa9b1941898865e,faa9b1941898865e,1,jpg,0.428125,0.45125,0.593333,0.614167,b'Vehicle registration plate',1
768,1024,faa9b1941898865e,faa9b1941898865e,1,jpg,0.5225,0.549375,0.483333,0.4925,b'Vehicle registration plate',1
768,1024,faa9b1941898865e,faa9b1941898865e,1,jpg,0.59375,0.615625,0.420833,0.45,b'Vehicle',2
768,1024,faa9b1941898865e,faa9b1941898865e,1,jpg,0.655625,0.693125,0.406667,0.455,b'Vehicle',2
1024,682,09bec58ed83e2e2c,09bec58ed83e2e2c,1,jpg,0.20675100000000002,0.755274,0.570225,0.8089890000000001,b'Vehicle registration plate',1
768,1024,4e004af5b230d8bf,4e004af5b230d8bf,1,jpg,0.193125,0.691875,0.5908329999999999,0.9075,b'Vehicle registration plate',1
1024,768,262b0f2bb2998523,262b0f2bb2998523,1,jpg,0.1525,0.436667,0.820625,0.950625,b'Vehicle',2
1024,768,262b0f2bb2998523,262b0f2bb2998523,1,jpg,0.306667,0.356667,0.9,0.908125,b'Vehicle registration plate',1
1024,768,262b0f2bb2998523,262b0f2bb2998523,1,jpg,0.0,0.248333,0.8225,0.9125,b'Vehicle',2
1024,768,262b0f2bb2998523,262b0f2bb2998523,1,jpg,0.8275,0.999167,0.7675,0.9825,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.68125,0.701875,0.5925,0.606667,b'Vehicle registration plate',1
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.786875,0.824375,0.5625,0.583333,b'Vehicle registration plate',1
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.411875,0.42,0.598333,0.610833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.42375,0.435625,0.598333,0.609167,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.46,0.474375,0.591667,0.609167,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.474375,0.488125,0.59,0.610833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.486875,0.5,0.588333,0.610833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.5,0.50875,0.588333,0.610833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.50875,0.53,0.58,0.610833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.53,0.53875,0.578333,0.609167,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.5375,0.564375,0.565833,0.6075,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.545,0.559375,0.570833,0.615833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.556875,0.585,0.5625,0.6175,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.5825,0.595625,0.560833,0.585,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.589375,0.640625,0.545,0.631667,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.638125,0.714375,0.53,0.64,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.693125,0.878125,0.466667,0.675833,b'Vehicle',2
768,1024,67e232e1dd1497fa,67e232e1dd1497fa,1,jpg,0.87375,0.999375,0.43583299999999997,0.740833,b'Vehicle',2
768,1024,e79e87a652849853,e79e87a652849853,1,jpg,0.3175,0.333125,0.673333,0.6925,b'Vehicle registration plate',1
768,1024,e79e87a652849853,e79e87a652849853,1,jpg,0.954375,0.979375,0.673333,0.6975,b'Vehicle registration plate',1
