imgHeight,imgWidth,imageId,imageId,imgData,extension,XMin,XMax,YMin,YMax,LabelName,LabelId
685,1024,ace207bc37fa9884,ace207bc37fa9884,1,jpg,0.641988,0.8204229999999999,0.506188,0.5874510000000001,b'Vehicle registration plate',1
685,1024,ace207bc37fa9884,ace207bc37fa9884,1,jpg,0.056715999999999996,0.9316540000000001,0.0,0.760059,b'Vehicle',2
768,1024,3ca970ec48b3b883,3ca970ec48b3b883,1,jpg,0.070625,0.158957,0.6399130000000001,0.736865,b'Vehicle registration plate',1
768,1024,3ca970ec48b3b883,3ca970ec48b3b883,1,jpg,0.037085,0.8562299999999999,0.212236,0.8515299999999999,b'Vehicle',2
768,1024,34999e909748e2f7,34999e909748e2f7,1,jpg,0.24131599999999997,0.34384699999999996,0.41121800000000003,0.47721499999999994,b'Vehicle registration plate',1
768,1024,34999e909748e2f7,34999e909748e2f7,1,jpg,0.18282,0.829867,0.18112899999999998,0.746131,b'Vehicle',2
1024,1024,9fbbc389e8d57b79,9fbbc389e8d57b79,1,jpg,0.306435,0.681974,0.650356,0.737448,b'Vehicle registration plate',1
1024,1024,9fbbc389e8d57b79,9fbbc389e8d57b79,1,jpg,0.0,1.0,0.181152,0.840398,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.42408900000000005,0.600853,0.470347,0.58982,b'Vehicle registration plate',1
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.049127,0.088465,0.017204,0.100039,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.060859,0.266524,0.013522,0.107402,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.067761,0.145748,0.019044,0.046656,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.090536,0.9207870000000001,0.010761,0.878691,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.212002,0.28515799999999997,0.022726,0.10556099999999999,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.6557689999999999,0.740658,0.010761,0.06138300000000001,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.727545,0.864195,0.0,0.068746,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.811053,1.0,0.017204,0.130412,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.8414200000000001,0.9118149999999999,0.002477,0.063223,b'Vehicle',2
768,1024,491410347f993afd,491410347f993afd,1,jpg,0.8793780000000001,0.9987739999999999,0.121208,0.5252600000000001,b'Vehicle',2
681,1024,df88aae50dc420a0,df88aae50dc420a0,1,jpg,0.843458,1.0,0.8513649999999999,0.999985,b'Vehicle registration plate',1
681,1024,df88aae50dc420a0,df88aae50dc420a0,1,jpg,0.0,0.9997940000000001,0.267764,1.0,b'Vehicle',2
768,768,0f9aa07e5fd7454f,0f9aa07e5fd7454f,1,jpg,0.383968,0.5879800000000001,0.493213,0.59133,b'Vehicle registration plate',1
768,768,0f9aa07e5fd7454f,0f9aa07e5fd7454f,1,jpg,0.014722,0.9843559999999999,0.17077799999999999,0.888021,b'Vehicle',2
768,1024,b40f4d82ca6330f8,b40f4d82ca6330f8,1,jpg,0.182948,0.292554,0.740758,0.800205,b'Vehicle registration plate',1
768,1024,b40f4d82ca6330f8,b40f4d82ca6330f8,1,jpg,1e-06,0.178679,0.41111000000000003,0.771977,b'Vehicle',2
768,1024,b40f4d82ca6330f8,b40f4d82ca6330f8,1,jpg,0.133051,1.0,0.237815,0.9583649999999999,b'Vehicle',2
768,1024,b40f4d82ca6330f8,b40f4d82ca6330f8,1,jpg,0.877187,1.0,0.6030800000000001,0.968677,b'Vehicle',2
1024,768,fbe4da5c79f8aaae,fbe4da5c79f8aaae,1,jpg,0.458538,0.6673020000000001,0.690322,0.750984,b'Vehicle registration plate',1
683,1024,e6eb6b30d9ca1f50,e6eb6b30d9ca1f50,1,jpg,0.191367,0.328088,0.598962,0.687603,b'Vehicle registration plate',1
683,1024,e6eb6b30d9ca1f50,e6eb6b30d9ca1f50,1,jpg,0.121956,0.9737,0.215144,0.870389,b'Vehicle',2
768,1024,d80c3ffa7f610438,d80c3ffa7f610438,1,jpg,0.5,0.697071,0.641204,0.784863,b'Vehicle registration plate',1
768,1024,80a565efffd3c695,80a565efffd3c695,1,jpg,0.6242310000000001,0.698484,0.6164890000000001,0.674879,b'Vehicle registration plate',1
768,1024,80a565efffd3c695,80a565efffd3c695,1,jpg,0.738308,1.0,0.301104,0.599659,b'Vehicle',2
