imgHeight,imgWidth,imageId,imageId,imgData,extension,XMin,XMax,YMin,YMax,LabelName,LabelId
768,1024,1bc3496b5696ec75,1bc3496b5696ec75,1,jpg,0.398125,0.47625,0.38,0.445833,b'Vehicle registration plate',1
768,1024,1bc3496b5696ec75,1bc3496b5696ec75,1,jpg,0.846875,0.889375,0.369167,0.403333,b'Vehicle registration plate',1
768,1024,1bc3496b5696ec75,1bc3496b5696ec75,1,jpg,0.0,0.17375,0.17416700000000002,0.595833,b'Vehicle',2
768,1024,1bc3496b5696ec75,1bc3496b5696ec75,1,jpg,0.688125,0.961875,0.229167,0.516667,b'Vehicle',2
768,1024,1bc3496b5696ec75,1bc3496b5696ec75,1,jpg,0.8325,0.999375,0.279167,0.7125,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.006875,0.339375,0.704167,1.0,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.0,0.13375,0.929167,0.991667,b'Vehicle registration plate',1
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.295,0.315625,0.716667,0.735833,b'Vehicle registration plate',1
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.276875,0.345625,0.665,0.7425,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.32125,0.351875,0.655,0.685833,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.389375,0.455625,0.66,0.698333,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.45,0.475,0.669167,0.715,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.83625,0.919375,0.66,0.734167,b'Vehicle',2
768,1024,9cfcac5b2336acb7,9cfcac5b2336acb7,1,jpg,0.91625,0.999375,0.844167,0.999167,b'Vehicle',2
768,1024,7a4f2735fc2f3950,7a4f2735fc2f3950,1,jpg,0.6525,0.989375,0.645833,0.869167,b'Vehicle',2
768,1024,7a4f2735fc2f3950,7a4f2735fc2f3950,1,jpg,0.4825,0.50875,0.6875,0.71,b'Vehicle registration plate',1
768,1024,7a4f2735fc2f3950,7a4f2735fc2f3950,1,jpg,0.386875,0.435,0.613333,0.689167,b'Vehicle',2
768,1024,7a4f2735fc2f3950,7a4f2735fc2f3950,1,jpg,0.40125,0.55375,0.6175,0.7725,b'Vehicle',2
768,1024,4974ba324304c8a6,4974ba324304c8a6,1,jpg,0.0,0.999375,0.648333,0.890833,b'Vehicle registration plate',1
768,1024,64194f62f5e222fd,64194f62f5e222fd,1,jpg,0.09,0.885625,0.285833,0.823333,b'Vehicle registration plate',1
768,1024,11e2baf8c788fa97,11e2baf8c788fa97,1,jpg,0.24375,0.52875,0.598333,0.783333,b'Vehicle registration plate',1
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.82375,0.896875,0.43058199999999996,0.5,b'Vehicle registration plate',1
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.0,0.044375,0.243902,0.399625,b'Vehicle',2
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.6425,0.68625,0.253283,0.272983,b'Vehicle',2
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.685,0.999375,0.249531,0.692308,b'Vehicle',2
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.696875,0.711875,0.25985,0.27861199999999997,b'Vehicle',2
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.72875,0.751875,0.253283,0.282364,b'Vehicle',2
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.758125,0.77875,0.269231,0.286116,b'Vehicle',2
682,1024,f23c59307587e6a4,f23c59307587e6a4,1,jpg,0.906875,0.999375,0.201689,0.255159,b'Vehicle',2
768,1024,9ca73b5c70958bd0,9ca73b5c70958bd0,1,jpg,0.07,0.919375,0.2775,0.843333,b'Vehicle',2
768,1024,9ca73b5c70958bd0,9ca73b5c70958bd0,1,jpg,0.821875,0.90125,0.499167,0.580833,b'Vehicle registration plate',1
768,1024,9ca73b5c70958bd0,9ca73b5c70958bd0,1,jpg,0.0,0.125,0.650833,0.999167,b'Vehicle',2
768,1024,9ca73b5c70958bd0,9ca73b5c70958bd0,1,jpg,0.58875,0.999375,0.25666700000000003,0.5825,b'Vehicle',2
768,1024,9ca73b5c70958bd0,9ca73b5c70958bd0,1,jpg,0.8625,0.999375,0.240833,0.355,b'Vehicle',2
768,1024,17ba4ea568ad66ec,17ba4ea568ad66ec,1,jpg,0.0,0.37,0.593333,1.0,b'Vehicle',2
768,1024,17ba4ea568ad66ec,17ba4ea568ad66ec,1,jpg,0.29625,0.77625,0.638333,0.936667,b'Vehicle',2
768,1024,17ba4ea568ad66ec,17ba4ea568ad66ec,1,jpg,0.45,0.49875,0.811667,0.853333,b'Vehicle registration plate',1
768,1024,17ba4ea568ad66ec,17ba4ea568ad66ec,1,jpg,0.9175,0.99875,0.878333,0.94,b'Vehicle registration plate',1
768,1024,17ba4ea568ad66ec,17ba4ea568ad66ec,1,jpg,0.72,0.79875,0.631667,0.7216670000000001,b'Vehicle',2
768,1024,17ba4ea568ad66ec,17ba4ea568ad66ec,1,jpg,0.7625,0.99875,0.523333,0.998333,b'Vehicle',2
711,1024,b6ffd0ba216f4ec1,b6ffd0ba216f4ec1,1,jpg,0.26125,0.373125,0.724324,0.781982,b'Vehicle registration plate',1
778,1024,3c091268700c7f65,3c091268700c7f65,1,jpg,0.596096,0.957958,0.565217,0.956522,b'Vehicle',2
778,1024,3c091268700c7f65,3c091268700c7f65,1,jpg,0.72973,0.840841,0.703557,0.741107,b'Vehicle registration plate',1
778,1024,3c091268700c7f65,3c091268700c7f65,1,jpg,0.596096,0.627628,0.63834,0.667984,b'Vehicle',2
768,1024,64a705b256c6b930,64a705b256c6b930,1,jpg,0.758125,0.84375,0.49333299999999997,0.5575,b'Vehicle registration plate',1
768,1024,64a705b256c6b930,64a705b256c6b930,1,jpg,0.08625,0.999375,0.16,0.544167,b'Vehicle',2
768,1024,a66f06dbe6f0a825,a66f06dbe6f0a825,1,jpg,0.0,0.036875,0.488333,0.526667,b'Vehicle registration plate',1
768,1024,a66f06dbe6f0a825,a66f06dbe6f0a825,1,jpg,0.47875,0.54375,0.504167,0.535833,b'Vehicle registration plate',1
768,1024,a66f06dbe6f0a825,a66f06dbe6f0a825,1,jpg,0.0,0.3525,0.350833,0.639167,b'Vehicle',2
768,1024,a66f06dbe6f0a825,a66f06dbe6f0a825,1,jpg,0.3575,0.680625,0.2825,0.678333,b'Vehicle',2
768,1024,a66f06dbe6f0a825,a66f06dbe6f0a825,1,jpg,0.798125,0.999375,0.279167,0.660833,b'Vehicle',2
768,1024,3a6ae3089546d636,3a6ae3089546d636,1,jpg,0.053125,0.8609370000000001,0.23125,0.747917,b'Vehicle',2
768,1024,3a6ae3089546d636,3a6ae3089546d636,1,jpg,0.654688,0.764063,0.570833,0.622917,b'Vehicle registration plate',1
768,1024,3a6ae3089546d636,3a6ae3089546d636,1,jpg,0.685938,0.9984379999999999,0.23125,0.627083,b'Vehicle',2
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.194301,0.262953,0.86965,0.8822959999999999,b'Vehicle registration plate',1
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.867876,0.923575,0.821984,0.829767,b'Vehicle registration plate',1
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.082902,0.35492199999999996,0.771401,0.964981,b'Vehicle',2
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.11399000000000001,0.291451,0.698444,0.824903,b'Vehicle',2
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.138601,0.205959,0.672179,0.705253,b'Vehicle',2
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.265544,0.371762,0.662451,0.709144,b'Vehicle',2
1024,769,6405c0988c6b3472,6405c0988c6b3472,1,jpg,0.360104,0.448187,0.667315,0.707198,b'Vehicle',2
